Wall time,Step,Value
1783236937.9980884,41632,38.99234390258789
1783236938.974432,42144,38.73240661621094
1783236939.1546478,42240,38.758949279785156
1783236939.792457,42592,38.51033401489258
1783236939.9934864,42688,38.784942626953125
1783236940.188229,42784,39.01377487182617
1783236940.244701,42816,39.01377487182617
1783236943.5502758,44352,38.72035598754883
1783236943.749417,44448,38.87975311279297
1783236943.9624217,44544,38.72368240356445
1783236944.0182326,44576,38.79439163208008
1783236945.3771782,45280,38.49184036254883
1783236946.112427,45664,39.00688934326172
1783236946.256177,45728,39.03569412231445
1783236946.7442205,45984,38.98699951171875
1783236946.9625247,46112,39.18462371826172
1783236948.4132686,46912,38.893680572509766
1783236948.4641433,46944,38.802223205566406
1783236949.0816388,47296,38.868316650390625
1783236949.5962517,47552,38.73653030395508
1783236949.8524973,47680,38.790287017822266
1783236949.9889565,47744,38.86310958862305
1783236952.111663,48768,38.596187591552734
1783236952.345694,48896,38.474571228027344
1783236953.8756177,49696,38.72285461425781
1783236954.9399717,50208,39.25394821166992
1783236955.011494,50240,39.18284606933594
1783236956.1323192,50720,38.876304626464844
1783236956.4107609,50848,38.759986877441406
1783236957.4765534,51360,39.0049934387207
1783236957.559502,51392,38.92396926879883
1783236958.4107974,51808,38.925750732421875
1783236958.969659,52096,38.36138916015625
1783236959.2986503,52256,38.38666534423828
1783236959.6624556,52416,38.18463897705078
1783236959.855143,52512,38.06865310668945
1783236960.2074168,52672,38.32175827026367
1783236960.3922966,52768,38.45468521118164
1783236961.327129,53152,38.6885871887207
1783236961.873846,53408,38.37134552001953
1783236962.3423,53632,38.49948501586914
1783236962.7767673,53856,38.39698791503906
1783236963.304807,54144,38.780921936035156
1783236963.542467,54272,38.961978912353516
1783236963.6786668,54336,39.004241943359375
1783236963.8031247,54400,38.937713623046875
1783236964.001138,54496,38.9240608215332
1783236964.4525907,54720,39.04978561401367
1783236965.055548,55008,39.15901565551758
1783236965.6664197,55328,39.23817443847656
1783236965.9424791,55456,39.41953659057617
1783236966.060017,55520,39.3552131652832
1783236966.2726574,55616,39.406925201416016
1783236966.5860043,55776,39.124969482421875
1783236966.7814484,55872,38.91923904418945
1783236966.8293276,55904,38.895263671875
1783236968.1880388,56544,38.62979507446289
1783236968.830314,56832,38.541770935058594
1783236969.2136757,57024,38.69489669799805
1783236969.6542382,57248,38.80392837524414
1783236969.7175126,57280,38.75909423828125
1783236970.3002412,57568,39.10283279418945
1783236970.7745728,57792,38.84177780151367
1783236972.3526216,58464,38.739723205566406
1783236972.6349614,58592,38.61540603637695
1783236973.2171078,58912,38.66810989379883
1783236973.4537807,59040,38.8155403137207
1783236974.0177147,59328,38.852638244628906
1783236974.8665493,59744,39.06096649169922
1783236975.0354738,59840,38.851131439208984
1783236975.4046817,60032,38.8686637878418
1783236975.531083,60096,38.92182540893555
1783236977.617281,61184,39.099342346191406
1783236977.9470284,61376,39.040130615234375
1783236978.9205275,61920,38.5745849609375
1783236979.5124881,62240,38.83628463745117
1783236979.703292,62336,38.811195373535156
1783236979.8274598,62400,38.779258728027344
1783236981.1457682,62976,38.87191390991211
1783236982.1126552,63424,38.825557708740234
1783236982.2237968,63488,38.77410125732422
1783236983.595368,64064,38.661956787109375
1783236983.8626645,64192,38.65163040161133
1783236984.3947492,64448,38.77457809448242
1783236985.3855984,64992,38.829917907714844
1783236985.7487235,65184,38.549476623535156
1783236987.1546643,65952,38.57488250732422
1783236987.9506688,66368,38.493221282958984
1783236988.1538343,66464,38.55415344238281
1783236988.2225883,66496,38.57281494140625
1783236988.3619142,66560,38.679840087890625
1783236988.489916,66624,38.74720764160156
1783236988.6977923,66752,38.80322265625
1783236989.0107763,66880,38.95714569091797
1783236989.480843,67104,39.073707580566406
1783236990.4055762,67584,38.89597702026367
1783236992.4085896,68672,38.403480529785156
1783236992.622285,68800,38.35258483886719
1783236993.049748,69024,38.27845001220703
1783236993.575678,69312,38.223060607910156
1783236994.2733262,69696,38.72134780883789
1783236994.9066143,70016,38.93437576293945
1783236995.016271,70080,38.917762756347656
1783236995.1376243,70144,39.026466369628906
1783236995.4276102,70304,38.957305908203125
1783236995.591662,70400,38.802406311035156
1783236996.0748808,70656,38.827606201171875
1783236996.3104327,70784,38.905399322509766
1783236997.4737537,71424,38.699859619140625
1783236997.7568264,71584,38.37181854248047
1783236997.8224425,71616,38.468109130859375
1783236997.9483507,71680,38.683265686035156
1783236998.1677425,71776,38.51396560668945
1783236998.4642282,71904,38.37479019165039
1783236998.5337307,71936,38.40577697753906
1783236999.001483,72160,38.56041717529297
1783236999.1812863,72256,38.48633575439453
1783236999.5227373,72416,38.75149154663086
1783237000.7792633,73024,38.84706497192383
1783237001.7274473,73344,38.864315032958984
1783237002.2087605,73536,38.85566329956055
1783237002.6752868,73728,38.607025146484375
1783237003.0405788,73856,38.57118225097656
1783237003.8447027,74240,38.8109130859375
1783237003.9049163,74272,38.76910400390625
1783237005.5694177,75072,38.23353576660156
1783237006.134243,75360,38.32771301269531
1783237008.1397734,76480,38.731964111328125
1783237008.199577,76512,38.75020217895508
1783237008.3145528,76576,38.83057403564453
1783237009.0869198,77024,38.9715461730957
1783237010.7974458,77984,38.68232345581055
1783237011.2422662,78240,39.10893630981445
1783237011.6617293,78464,39.09473419189453
1783237011.784521,78528,38.9789924621582
1783237011.9198375,78592,38.91934585571289
1783237012.2123516,78752,38.865203857421875
1783237013.8787508,79552,38.72603988647461
1783237013.9590542,79584,38.75533676147461
1783237014.5587227,79904,38.700016021728516
1783237014.686437,79968,38.80814743041992
1783237015.008994,80128,38.6669921875
1783237015.8506594,80576,38.602848052978516
1783237016.1861491,80768,38.45643615722656
1783237016.705388,81056,38.59362030029297
1783237017.6980667,81536,38.90620422363281
1783237017.927419,81664,39.02971649169922
1783237018.0527012,81728,38.90044021606445
1783237018.83079,82144,38.88655090332031
1783237019.6552484,82528,38.55925369262695
1783237020.500654,82912,38.431400299072266
1783237021.1575456,83232,38.689414978027344
1783237021.5511744,83424,38.855194091796875
1783237022.903688,83968,39.124000549316406
1783237023.348566,84160,38.986907958984375
1783237023.4087672,84192,39.025367736816406
1783237024.3727472,84640,38.340118408203125
1783237024.7995298,84832,38.54317092895508
1783237025.074663,84992,38.32970428466797
1783237026.4765954,85728,38.83454895019531
1783237026.9125211,85952,38.87398910522461
1783237027.198135,86112,38.80232238769531
1783237027.9202416,86528,38.66514205932617
1783237028.3578174,86752,38.437034606933594
1783237029.4276075,87232,38.87468338012695
1783237030.137153,87616,38.826045989990234
1783237030.3077376,87712,38.63440704345703
1783237031.2323093,88160,38.74386215209961
1783237031.296996,88192,38.67505645751953
1783237031.4278767,88256,38.632469177246094
1783237033.398185,89280,38.90230178833008
1783237033.4566882,89312,38.812564849853516
1783237033.5265412,89344,38.67265319824219
1783237033.9131694,89568,38.65033721923828
1783237034.568167,89920,38.83527374267578
1783237035.4072123,90400,38.76432800292969
1783237035.7025795,90560,38.80434036254883
1783237038.245466,91936,38.642112731933594
1783237038.7507446,92224,39.03719711303711
1783237039.2465227,92512,39.00975036621094
1783237039.6002018,92704,38.88454055786133
1783237039.8578677,92832,38.855350494384766
1783237040.8487866,93376,38.49653244018555
1783237040.966874,93440,38.37868881225586
1783237041.0184853,93472,38.2799186706543
1783237043.7835836,94976,38.55012512207031
1783237044.2924964,95232,39.00979995727539
1783237045.7987468,95968,39.14515686035156
1783237046.3830123,96256,39.05624771118164
1783237046.6376152,96384,38.92707443237305
1783237046.885216,96512,38.79765701293945
1783237046.9431129,96544,38.79765701293945
1783237047.582888,96896,38.95393371582031
1783237047.7468178,96992,38.89083480834961
1783237048.2182631,97248,38.81151580810547
1783237048.396524,97344,38.96709442138672
1783237049.9159157,98112,38.8603515625
1783237050.146553,98240,38.93126678466797
1783237050.257211,98304,39.09220886230469
1783237051.964583,99200,38.569271087646484
1783237053.3567455,99936,38.87699890136719
1783237054.2187436,100416,38.82063674926758
1783237054.6727672,100672,38.86898422241211
1783237054.9561331,100832,38.835472106933594
1783237055.2415721,100992,38.93138885498047
1783237055.5095854,101120,38.831382751464844
1783237055.6448827,101184,38.67409896850586
1783237056.6224518,101696,38.37386703491211
1783237057.6717658,102272,39.17253494262695
1783237057.732352,102304,39.117462158203125
1783237058.1064932,102528,39.17377853393555
1783237058.2723854,102624,39.040042877197266
1783237059.7925668,103392,38.71220779418945
1783237059.9865851,103488,38.78217697143555
1783237060.4330606,103712,38.70077133178711
1783237060.5887997,103808,38.48965835571289
1783237060.6369257,103840,38.51478958129883
1783237060.7625842,103904,38.62543869018555
1783237060.8190815,103936,38.7653694152832
1783237062.252575,104736,38.729618072509766
1783237062.7940233,105024,38.65145492553711
1783237064.1511824,105792,39.023014068603516
1783237064.6448245,106048,38.781551361083984
1783237065.4580917,106496,38.96171188354492
1783237065.5226228,106528,38.921714782714844
1783237066.5787733,107072,39.23218536376953
1783237068.4202209,108000,38.71455001831055
1783237068.5590806,108064,38.60374069213867
1783237069.1472604,108384,38.571773529052734
1783237070.1881628,108928,38.90723419189453
1783237070.5023675,109088,38.89372634887695
1783237071.8757918,109792,38.86157989501953
1783237072.0643036,109888,38.840789794921875
1783237072.3440306,110048,38.52450942993164
1783237072.9544656,110400,38.430274963378906
1783237073.0964222,110464,38.362789154052734
1783237073.4741795,110688,38.39479446411133
1783237073.919241,110880,38.5813102722168
1783237074.2964876,111104,38.82936477661133
1783237074.6629262,111296,38.816104888916016
1783237074.844306,111392,38.5872917175293
1783237075.8606906,111936,37.925357818603516
1783237076.5783815,112320,37.785335540771484
1783237076.7307305,112416,37.861351013183594
1783237077.1344697,112640,38.02763366699219
1783237078.0444195,113152,38.5580940246582
1783237078.1788316,113216,38.649391174316406
1783237078.5048969,113408,38.586769104003906
1783237078.769995,113536,38.59937286376953
1783237079.7477098,114048,38.71569061279297
1783237080.7369819,114592,38.64487075805664
1783237081.965743,115232,38.35618209838867
1783237083.132492,115808,38.21311950683594
1783237083.2983496,115872,38.11534118652344
1783237083.4635668,115936,38.30878829956055
1783237083.682387,116032,38.52302932739258
1783237083.9172206,116128,38.59009552001953
1783237085.374632,116672,39.232112884521484
1783237086.3615696,117024,39.00170135498047
1783237087.907584,117472,39.05009460449219
1783237090.4201791,118432,38.72240447998047
1783237090.5764775,118496,38.749351501464844
1783237093.7836485,119264,38.78205871582031
1783237094.335286,119392,38.823978424072266
1783237094.5750396,119456,38.867950439453125
1783237095.412057,119648,39.038761138916016
1783237095.7894247,119744,39.110992431640625
1783237096.0165806,119808,39.03014373779297
1783237096.999555,120096,39.05223846435547
1783237097.919105,120320,38.858646392822266
1783237099.4667945,120736,38.68438720703125
1783237100.3284109,120992,38.59613800048828
1783237101.5668247,121408,38.81510925292969
1783237101.696311,121472,38.86482238769531
1783237101.9046116,121568,38.84181213378906
1783237102.7957907,121952,38.78913497924805
1783237103.0795367,122080,38.7265510559082
1783237103.467665,122240,38.893619537353516
1783237103.6121657,122304,38.846126556396484
1783237104.3470228,122624,39.216976165771484
1783237104.6312008,122752,39.035560607910156
1783237108.0807285,123680,38.938419342041016
1783237108.4935424,123840,38.72119903564453
1783237109.0749574,124064,38.56276321411133
1783237112.005411,125472,38.9266357421875
1783237112.5974941,125728,39.115299224853516
1783237113.1100445,125952,38.95383834838867
1783237113.473949,126080,38.99113845825195
1783237114.5042672,126432,38.85944747924805
1783237115.0949056,126624,38.8182258605957
1783237115.6794806,126816,38.88603591918945
1783237117.3913767,127520,38.27758026123047
1783237118.1595871,127872,38.37230682373047
1783237118.5242898,128032,38.195281982421875
1783237119.2439785,128320,38.30467987060547
1783237119.317518,128352,38.30467987060547
1783237120.180632,128736,38.34830856323242
1783237120.9663723,129088,38.71467590332031
1783237121.1706855,129184,38.74809646606445
1783237121.8380613,129504,38.910064697265625
1783237124.654817,131008,38.749488830566406
1783237124.9599166,131168,38.82075119018555
1783237125.0176353,131200,38.86271667480469
1783237125.6116147,131520,38.917137145996094
1783237131.06375,133856,39.20456314086914
1783237131.920344,134208,38.88701248168945
1783237131.9858658,134240,38.9736328125
1783237132.13978,134304,39.00141143798828
1783237132.288107,134368,38.980567932128906
1783237132.4716926,134464,38.74335479736328
1783237132.543506,134496,38.76382827758789
1783237134.5596404,135296,38.63262939453125
1783237134.9976194,135456,38.480072021484375
1783237135.2146115,135552,38.28760528564453
1783237135.769485,135808,38.36811447143555
1783237136.5297174,136160,38.725440979003906
1783237137.177368,136448,38.98036575317383
1783237137.3755605,136544,38.9871711730957
1783237137.4494448,136576,39.055686950683594
1783237138.4683394,137056,39.09650802612305
1783237139.5399644,137568,38.71856689453125
1783237140.0849092,137760,38.68852233886719
1783237140.3916814,137888,38.67570877075195
1783237141.1438963,138176,38.968318939208984
1783237141.262565,138240,39.1826171875
1783237141.8719335,138528,39.29182052612305
1783237142.130805,138656,39.357337951660156
1783237142.4895444,138848,39.46142578125
1783237142.7897532,139008,39.34403610229492
1783237144.3995934,139840,38.63329315185547
1783237144.9127662,140128,38.710086822509766
1783237145.7708876,140608,38.64982604980469
1783237146.2477148,140832,38.915916442871094
1783237146.6260536,141024,38.93516159057617
1783237146.8659897,141152,39.150203704833984
1783237146.9196663,141184,39.01142883300781
1783237148.051359,141792,39.030487060546875
1783237148.2296512,141888,39.05819320678711
1783237148.6257992,142080,39.21244812011719
1783237150.401926,143040,39.088863372802734
1783237150.7483506,143232,39.0801887512207
1783237151.615464,143712,38.3710823059082
1783237151.7500558,143776,38.31150436401367
1783237152.8050463,144320,38.336788177490234
1783237152.8813722,144352,38.45926284790039
1783237154.0249274,144960,38.80012893676758
1783237154.0834625,144992,38.73161697387695
1783237154.2877243,145088,38.698387145996094
1783237154.7866085,145376,38.85515213012695
1783237155.4849882,145728,38.99965286254883
1783237157.1474571,146528,38.65840148925781
1783237157.33189,146624,38.84193420410156
1783237157.989585,146976,38.91551208496094
1783237158.1695635,147072,38.96696853637695
1783237158.2897813,147136,39.08433532714844
1783237158.4060266,147200,39.08433532714844
1783237159.1514077,147584,38.936492919921875
